"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Keskituulen nopeus [m/s]","Tuulen suunnan keskiarvo [°]"
"Kumlinge kirkonkylä","2020","1","3","20:00","8.7","254"
"Kumlinge kirkonkylä","2020","1","3","21:00","9.1","238"
"Kumlinge kirkonkylä","2020","1","3","22:00","11.2","225"
"Kumlinge kirkonkylä","2020","1","3","23:00","12.2","241"
"Kumlinge kirkonkylä","2020","1","4","00:00","11.4","246"
"Kumlinge kirkonkylä","2020","1","4","01:00","10.8","255"
"Kumlinge kirkonkylä","2020","1","4","02:00","10.8","258"
"Kumlinge kirkonkylä","2020","1","4","03:00","10.4","256"
"Kumlinge kirkonkylä","2020","1","4","04:00","9.5","254"
"Kumlinge kirkonkylä","2020","1","4","05:00","9.4","259"
"Kumlinge kirkonkylä","2020","1","4","06:00","9.1","268"
"Kumlinge kirkonkylä","2020","1","4","07:00","9.9","271"
"Kumlinge kirkonkylä","2020","1","4","08:00","10","271"
"Kumlinge kirkonkylä","2020","1","4","09:00","9.8","273"
"Kumlinge kirkonkylä","2020","1","4","10:00","9.9","285"
"Kumlinge kirkonkylä","2020","1","4","11:00","11.7","295"
"Kumlinge kirkonkylä","2020","1","4","12:00","12","300"
"Kumlinge kirkonkylä","2020","1","4","13:00","12.2","308"
"Kumlinge kirkonkylä","2020","1","4","14:00","12","317"
"Kumlinge kirkonkylä","2020","1","4","15:00","12.6","326"
"Kumlinge kirkonkylä","2020","1","4","16:00","13.9","330"
"Kumlinge kirkonkylä","2020","1","4","17:00","13.8","336"
"Kumlinge kirkonkylä","2020","1","4","18:00","14.9","335"
"Kumlinge kirkonkylä","2020","1","4","19:00","14.9","335"
"Kumlinge kirkonkylä","2020","1","4","20:00","14.5","332"
"Kumlinge kirkonkylä","2020","1","4","21:00","13.7","338"
"Kumlinge kirkonkylä","2020","1","4","22:00","13.4","340"
"Kumlinge kirkonkylä","2020","1","4","23:00","12.6","343"
"Kumlinge kirkonkylä","2020","1","5","00:00","13.1","343"
"Kumlinge kirkonkylä","2020","1","5","01:00","12.6","343"
"Kumlinge kirkonkylä","2020","1","5","02:00","12.3","346"
"Kumlinge kirkonkylä","2020","1","5","03:00","11.8","344"
"Kumlinge kirkonkylä","2020","1","5","04:00","10.8","345"
"Kumlinge kirkonkylä","2020","1","5","05:00","10.5","344"
"Kumlinge kirkonkylä","2020","1","5","06:00","9.9","342"
"Kumlinge kirkonkylä","2020","1","5","07:00","7.5","351"
"Kumlinge kirkonkylä","2020","1","5","08:00","6.3","342"
"Kumlinge kirkonkylä","2020","1","5","09:00","4.7","333"
"Kumlinge kirkonkylä","2020","1","5","10:00","4.3","311"
"Kumlinge kirkonkylä","2020","1","5","11:00","3.7","276"
"Kumlinge kirkonkylä","2020","1","5","12:00","3.5","240"
"Kumlinge kirkonkylä","2020","1","5","13:00","4.4","220"
"Kumlinge kirkonkylä","2020","1","5","14:00","4.7","202"
"Kumlinge kirkonkylä","2020","1","5","15:00","5.9","200"
"Kumlinge kirkonkylä","2020","1","5","16:00","7","199"
"Kumlinge kirkonkylä","2020","1","5","17:00","7.2","197"
"Kumlinge kirkonkylä","2020","1","5","18:00","9.1","206"
"Kumlinge kirkonkylä","2020","1","5","19:00","9.1","200"
"Kumlinge kirkonkylä","2020","1","5","20:00","8.7","196"
"Kumlinge kirkonkylä","2020","1","5","21:00","9.1","208"
"Kumlinge kirkonkylä","2020","1","5","22:00","9.5","221"
"Kumlinge kirkonkylä","2020","1","5","23:00","8.1","237"
"Kumlinge kirkonkylä","2020","1","6","00:00","5.8","257"
"Kumlinge kirkonkylä","2020","1","6","01:00","5.2","269"
"Kumlinge kirkonkylä","2020","1","6","02:00","5.2","271"
"Kumlinge kirkonkylä","2020","1","6","03:00","4.5","273"
"Kumlinge kirkonkylä","2020","1","6","04:00","4.1","273"
"Kumlinge kirkonkylä","2020","1","6","05:00","3.4","283"
"Kumlinge kirkonkylä","2020","1","6","06:00","3","256"
"Kumlinge kirkonkylä","2020","1","6","07:00","3.5","242"
"Kumlinge kirkonkylä","2020","1","6","08:00","2.5","238"
"Kumlinge kirkonkylä","2020","1","6","09:00","3.3","231"
"Kumlinge kirkonkylä","2020","1","6","10:00","2.7","217"
"Kumlinge kirkonkylä","2020","1","6","11:00","4.5","221"
"Kumlinge kirkonkylä","2020","1","6","12:00","4.9","221"
"Kumlinge kirkonkylä","2020","1","6","13:00","5.7","226"
"Kumlinge kirkonkylä","2020","1","6","14:00","5.3","212"
"Kumlinge kirkonkylä","2020","1","6","15:00","5.5","216"
"Kumlinge kirkonkylä","2020","1","6","16:00","6","215"
"Kumlinge kirkonkylä","2020","1","6","17:00","6.3","209"
"Kumlinge kirkonkylä","2020","1","6","18:00","6.4","216"
"Kumlinge kirkonkylä","2020","1","6","19:00","6.3","214"
"Kumlinge kirkonkylä","2020","1","6","20:00","6","211"
"Kumlinge kirkonkylä","2020","1","6","21:00","6.5","210"
"Kumlinge kirkonkylä","2020","1","6","22:00","6.5","213"
"Kumlinge kirkonkylä","2020","1","6","23:00","5.4","204"
"Kumlinge kirkonkylä","2020","1","7","00:00","5.8","207"
"Kumlinge kirkonkylä","2020","1","7","01:00","6.8","214"
"Kumlinge kirkonkylä","2020","1","7","02:00","7","216"
"Kumlinge kirkonkylä","2020","1","7","03:00","6.3","213"
"Kumlinge kirkonkylä","2020","1","7","04:00","7.2","211"
"Kumlinge kirkonkylä","2020","1","7","05:00","6","206"
"Kumlinge kirkonkylä","2020","1","7","06:00","6.5","207"
"Kumlinge kirkonkylä","2020","1","7","07:00","7.8","212"
"Kumlinge kirkonkylä","2020","1","7","08:00","9.3","217"
"Kumlinge kirkonkylä","2020","1","7","09:00","8.1","214"
"Kumlinge kirkonkylä","2020","1","7","10:00","8.3","215"
"Kumlinge kirkonkylä","2020","1","7","11:00","7.8","216"
"Kumlinge kirkonkylä","2020","1","7","12:00","8.7","215"
"Kumlinge kirkonkylä","2020","1","7","13:00","8.8","218"
"Kumlinge kirkonkylä","2020","1","7","14:00","9.2","215"
"Kumlinge kirkonkylä","2020","1","7","15:00","9.4","213"
"Kumlinge kirkonkylä","2020","1","7","16:00","8.8","213"
"Kumlinge kirkonkylä","2020","1","7","17:00","8.1","218"
"Kumlinge kirkonkylä","2020","1","7","18:00","8.8","213"
"Kumlinge kirkonkylä","2020","1","7","19:00","8.1","210"
"Kumlinge kirkonkylä","2020","1","7","20:00","9.2","213"
"Kumlinge kirkonkylä","2020","1","7","21:00","9.5","207"
"Kumlinge kirkonkylä","2020","1","7","22:00","10.2","212"
"Kumlinge kirkonkylä","2020","1","7","23:00","9.8","209"
"Kumlinge kirkonkylä","2020","1","8","00:00","10.8","205"
"Kumlinge kirkonkylä","2020","1","8","01:00","11.6","196"
"Kumlinge kirkonkylä","2020","1","8","02:00","13.1","198"
"Kumlinge kirkonkylä","2020","1","8","03:00","14.7","196"
"Kumlinge kirkonkylä","2020","1","8","04:00","14.3","202"
"Kumlinge kirkonkylä","2020","1","8","05:00","14.8","206"
"Kumlinge kirkonkylä","2020","1","8","06:00","13.4","203"
"Kumlinge kirkonkylä","2020","1","8","07:00","13.3","206"
"Kumlinge kirkonkylä","2020","1","8","08:00","13.3","211"
"Kumlinge kirkonkylä","2020","1","8","09:00","14.1","211"
"Kumlinge kirkonkylä","2020","1","8","10:00","14.3","215"
"Kumlinge kirkonkylä","2020","1","8","11:00","13.3","217"
"Kumlinge kirkonkylä","2020","1","8","12:00","12","216"
"Kumlinge kirkonkylä","2020","1","8","13:00","13.3","217"
"Kumlinge kirkonkylä","2020","1","8","14:00","11.5","219"
"Kumlinge kirkonkylä","2020","1","8","15:00","9.6","221"
"Kumlinge kirkonkylä","2020","1","8","16:00","7.7","228"
"Kumlinge kirkonkylä","2020","1","8","17:00","9.3","246"
"Kumlinge kirkonkylä","2020","1","8","18:00","8.2","249"
"Kumlinge kirkonkylä","2020","1","8","19:00","7.7","251"
"Kumlinge kirkonkylä","2020","1","8","20:00","6.8","247"
"Kumlinge kirkonkylä","2020","1","8","21:00","8.4","246"
"Kumlinge kirkonkylä","2020","1","8","22:00","8.3","240"
"Kumlinge kirkonkylä","2020","1","8","23:00","9.9","243"
"Kumlinge kirkonkylä","2020","1","9","00:00","9.3","247"
"Kumlinge kirkonkylä","2020","1","9","01:00","9.5","244"
"Kumlinge kirkonkylä","2020","1","9","02:00","10.4","242"
"Kumlinge kirkonkylä","2020","1","9","03:00","9.4","247"
"Kumlinge kirkonkylä","2020","1","9","04:00","9.6","250"
"Kumlinge kirkonkylä","2020","1","9","05:00","10.6","250"
"Kumlinge kirkonkylä","2020","1","9","06:00","9.9","254"
"Kumlinge kirkonkylä","2020","1","9","07:00","9.5","260"
"Kumlinge kirkonkylä","2020","1","9","08:00","8.4","262"
"Kumlinge kirkonkylä","2020","1","9","09:00","7.7","263"
"Kumlinge kirkonkylä","2020","1","9","10:00","6.7","267"
"Kumlinge kirkonkylä","2020","1","9","11:00","6","269"
"Kumlinge kirkonkylä","2020","1","9","12:00","6.1","261"
"Kumlinge kirkonkylä","2020","1","9","13:00","5.8","263"
"Kumlinge kirkonkylä","2020","1","9","14:00","5.2","275"
"Kumlinge kirkonkylä","2020","1","9","15:00","4.6","277"
"Kumlinge kirkonkylä","2020","1","9","16:00","3.7","267"
"Kumlinge kirkonkylä","2020","1","9","17:00","3.6","263"
"Kumlinge kirkonkylä","2020","1","9","18:00","2.8","262"
"Kumlinge kirkonkylä","2020","1","9","19:00","2.5","253"
"Kumlinge kirkonkylä","2020","1","9","20:00","2.5","263"
"Kumlinge kirkonkylä","2020","1","9","21:00","2.2","277"
"Kumlinge kirkonkylä","2020","1","9","22:00","1.9","273"
"Kumlinge kirkonkylä","2020","1","9","23:00","1.6","284"
"Kumlinge kirkonkylä","2020","1","10","00:00","1.1","320"
"Kumlinge kirkonkylä","2020","1","10","01:00","2.1","9"
"Kumlinge kirkonkylä","2020","1","10","02:00","2","32"
"Kumlinge kirkonkylä","2020","1","10","03:00","2.7","28"
"Kumlinge kirkonkylä","2020","1","10","04:00","3.2","62"
"Kumlinge kirkonkylä","2020","1","10","05:00","3","82"
"Kumlinge kirkonkylä","2020","1","10","06:00","3.3","90"
"Kumlinge kirkonkylä","2020","1","10","07:00","2.7","100"
"Kumlinge kirkonkylä","2020","1","10","08:00","2.8","92"
"Kumlinge kirkonkylä","2020","1","10","09:00","2.3","71"
"Kumlinge kirkonkylä","2020","1","10","10:00","2","45"
"Kumlinge kirkonkylä","2020","1","10","11:00","2.5","17"
"Kumlinge kirkonkylä","2020","1","10","12:00","2.7","18"
"Kumlinge kirkonkylä","2020","1","10","13:00","1.7","36"
"Kumlinge kirkonkylä","2020","1","10","14:00","1.6","29"
"Kumlinge kirkonkylä","2020","1","10","15:00","2","7"
"Kumlinge kirkonkylä","2020","1","10","16:00","2.1","334"
"Kumlinge kirkonkylä","2020","1","10","17:00","1.9","313"
"Kumlinge kirkonkylä","2020","1","10","18:00","2.8","307"
"Kumlinge kirkonkylä","2020","1","10","19:00","2.5","306"
"Kumlinge kirkonkylä","2020","1","10","20:00","2.8","291"
"Kumlinge kirkonkylä","2020","1","10","21:00","3","269"
"Kumlinge kirkonkylä","2020","1","10","22:00","3","248"
"Kumlinge kirkonkylä","2020","1","10","23:00","3.7","267"
"Kumlinge kirkonkylä","2020","1","11","00:00","3.5","257"
"Kumlinge kirkonkylä","2020","1","11","01:00","3.5","238"
"Kumlinge kirkonkylä","2020","1","11","02:00","3.6","234"
"Kumlinge kirkonkylä","2020","1","11","03:00","4.1","227"
"Kumlinge kirkonkylä","2020","1","11","04:00","5.3","234"
"Kumlinge kirkonkylä","2020","1","11","05:00","5.6","226"
"Kumlinge kirkonkylä","2020","1","11","06:00","6.1","227"
"Kumlinge kirkonkylä","2020","1","11","07:00","6","225"
"Kumlinge kirkonkylä","2020","1","11","08:00","6.8","222"
"Kumlinge kirkonkylä","2020","1","11","09:00","6.6","213"
"Kumlinge kirkonkylä","2020","1","11","10:00","7.7","217"
"Kumlinge kirkonkylä","2020","1","11","11:00","8.9","215"
"Kumlinge kirkonkylä","2020","1","11","12:00","10.1","208"
"Kumlinge kirkonkylä","2020","1","11","13:00","9.9","201"
"Kumlinge kirkonkylä","2020","1","11","14:00","10.7","201"
"Kumlinge kirkonkylä","2020","1","11","15:00","11.3","193"
"Kumlinge kirkonkylä","2020","1","11","16:00","12.3","203"
"Kumlinge kirkonkylä","2020","1","11","17:00","11.1","200"
"Kumlinge kirkonkylä","2020","1","11","18:00","12.2","209"
"Kumlinge kirkonkylä","2020","1","11","19:00","13.6","213"
"Kumlinge kirkonkylä","2020","1","11","20:00","13.4","212"
"Kumlinge kirkonkylä","2020","1","11","21:00","13.4","215"
"Kumlinge kirkonkylä","2020","1","11","22:00","13.3","214"
"Kumlinge kirkonkylä","2020","1","11","23:00","14.2","216"
"Kumlinge kirkonkylä","2020","1","12","00:00","13.6","218"
"Kumlinge kirkonkylä","2020","1","12","01:00","12.1","220"
"Kumlinge kirkonkylä","2020","1","12","02:00","12.3","219"
"Kumlinge kirkonkylä","2020","1","12","03:00","11.8","220"
"Kumlinge kirkonkylä","2020","1","12","04:00","10.1","224"
"Kumlinge kirkonkylä","2020","1","12","05:00","8.3","228"
"Kumlinge kirkonkylä","2020","1","12","06:00","8.1","231"
"Kumlinge kirkonkylä","2020","1","12","07:00","8.3","222"
"Kumlinge kirkonkylä","2020","1","12","08:00","8.2","223"
"Kumlinge kirkonkylä","2020","1","12","09:00","8.2","222"
"Kumlinge kirkonkylä","2020","1","12","10:00","7.1","228"
"Kumlinge kirkonkylä","2020","1","12","11:00","7.1","235"
"Kumlinge kirkonkylä","2020","1","12","12:00","7.7","236"
"Kumlinge kirkonkylä","2020","1","12","13:00","6.6","238"
"Kumlinge kirkonkylä","2020","1","12","14:00","7.4","245"
"Kumlinge kirkonkylä","2020","1","12","15:00","7.5","243"
"Kumlinge kirkonkylä","2020","1","12","16:00","6.8","250"
"Kumlinge kirkonkylä","2020","1","12","17:00","6.8","258"
"Kumlinge kirkonkylä","2020","1","12","18:00","7.4","273"
"Kumlinge kirkonkylä","2020","1","12","19:00","8.5","291"
"Kumlinge kirkonkylä","2020","1","12","20:00","6.1","286"
"Kumlinge kirkonkylä","2020","1","12","21:00","5.9","267"
"Kumlinge kirkonkylä","2020","1","12","22:00","6.5","261"
"Kumlinge kirkonkylä","2020","1","12","23:00","5.8","257"
"Kumlinge kirkonkylä","2020","1","13","00:00","5","253"
"Kumlinge kirkonkylä","2020","1","13","01:00","4.5","244"
"Kumlinge kirkonkylä","2020","1","13","02:00","4.9","225"
"Kumlinge kirkonkylä","2020","1","13","03:00","4.3","222"
"Kumlinge kirkonkylä","2020","1","13","04:00","5.7","241"
"Kumlinge kirkonkylä","2020","1","13","05:00","7.4","239"
"Kumlinge kirkonkylä","2020","1","13","06:00","7.2","238"
"Kumlinge kirkonkylä","2020","1","13","07:00","6.7","238"
"Kumlinge kirkonkylä","2020","1","13","08:00","6.7","242"
"Kumlinge kirkonkylä","2020","1","13","09:00","6.4","250"
"Kumlinge kirkonkylä","2020","1","13","10:00","6.5","248"
"Kumlinge kirkonkylä","2020","1","13","11:00","5.9","245"
"Kumlinge kirkonkylä","2020","1","13","12:00","6.2","236"
"Kumlinge kirkonkylä","2020","1","13","13:00","5.8","227"
"Kumlinge kirkonkylä","2020","1","13","14:00","5.7","223"
"Kumlinge kirkonkylä","2020","1","13","15:00","5.2","221"
"Kumlinge kirkonkylä","2020","1","13","16:00","6.3","231"
"Kumlinge kirkonkylä","2020","1","13","17:00","6.7","227"
"Kumlinge kirkonkylä","2020","1","13","18:00","6.5","234"
"Kumlinge kirkonkylä","2020","1","13","19:00","7.4","236"
"Kumlinge kirkonkylä","2020","1","13","20:00","7","235"
"Kumlinge kirkonkylä","2020","1","13","21:00","7","229"
"Kumlinge kirkonkylä","2020","1","13","22:00","6.9","233"
"Kumlinge kirkonkylä","2020","1","13","23:00","7.5","233"
"Kumlinge kirkonkylä","2020","1","14","00:00","6.9","234"
"Kumlinge kirkonkylä","2020","1","14","01:00","5.5","218"
"Kumlinge kirkonkylä","2020","1","14","02:00","5.2","206"
"Kumlinge kirkonkylä","2020","1","14","03:00","7.8","217"
"Kumlinge kirkonkylä","2020","1","14","04:00","7.5","215"
"Kumlinge kirkonkylä","2020","1","14","05:00","5.9","206"
"Kumlinge kirkonkylä","2020","1","14","06:00","6.2","193"
"Kumlinge kirkonkylä","2020","1","14","07:00","7.1","187"
"Kumlinge kirkonkylä","2020","1","14","08:00","8.4","185"
"Kumlinge kirkonkylä","2020","1","14","09:00","9.4","185"
"Kumlinge kirkonkylä","2020","1","14","10:00","10.6","185"
"Kumlinge kirkonkylä","2020","1","14","11:00","10.8","184"
"Kumlinge kirkonkylä","2020","1","14","12:00","11.7","182"
"Kumlinge kirkonkylä","2020","1","14","13:00","13","181"
"Kumlinge kirkonkylä","2020","1","14","14:00","12.4","181"
"Kumlinge kirkonkylä","2020","1","14","15:00","12.4","184"
"Kumlinge kirkonkylä","2020","1","14","16:00","12.4","193"
"Kumlinge kirkonkylä","2020","1","14","17:00","11.6","200"
"Kumlinge kirkonkylä","2020","1","14","18:00","9.8","208"
"Kumlinge kirkonkylä","2020","1","14","19:00","9.9","217"
"Kumlinge kirkonkylä","2020","1","14","20:00","9.6","216"
"Kumlinge kirkonkylä","2020","1","14","21:00","10.2","219"
"Kumlinge kirkonkylä","2020","1","14","22:00","9.8","221"
"Kumlinge kirkonkylä","2020","1","14","23:00","9.7","217"
"Kumlinge kirkonkylä","2020","1","15","00:00","9.7","216"
"Kumlinge kirkonkylä","2020","1","15","01:00","8.5","211"
"Kumlinge kirkonkylä","2020","1","15","02:00","7.5","210"
"Kumlinge kirkonkylä","2020","1","15","03:00","7.1","195"
"Kumlinge kirkonkylä","2020","1","15","04:00","7.5","175"
"Kumlinge kirkonkylä","2020","1","15","05:00","9.3","170"
"Kumlinge kirkonkylä","2020","1","15","06:00","10.9","195"
"Kumlinge kirkonkylä","2020","1","15","07:00","12.8","207"
"Kumlinge kirkonkylä","2020","1","15","08:00","12.7","210"
"Kumlinge kirkonkylä","2020","1","15","09:00","12.6","213"
"Kumlinge kirkonkylä","2020","1","15","10:00","13.5","218"
"Kumlinge kirkonkylä","2020","1","15","11:00","14","219"
"Kumlinge kirkonkylä","2020","1","15","12:00","10.9","219"
"Kumlinge kirkonkylä","2020","1","15","13:00","10.3","219"
"Kumlinge kirkonkylä","2020","1","15","14:00","9.3","226"
"Kumlinge kirkonkylä","2020","1","15","15:00","9.5","238"
"Kumlinge kirkonkylä","2020","1","15","16:00","9.1","236"
"Kumlinge kirkonkylä","2020","1","15","17:00","9.1","231"
"Kumlinge kirkonkylä","2020","1","15","18:00","8.8","226"
"Kumlinge kirkonkylä","2020","1","15","19:00","9.3","224"
"Kumlinge kirkonkylä","2020","1","15","20:00","9.2","225"
"Kumlinge kirkonkylä","2020","1","15","21:00","7.9","224"
"Kumlinge kirkonkylä","2020","1","15","22:00","7.1","221"
"Kumlinge kirkonkylä","2020","1","15","23:00","7","219"
"Kumlinge kirkonkylä","2020","1","16","00:00","7","217"
"Kumlinge kirkonkylä","2020","1","16","01:00","7.1","219"
"Kumlinge kirkonkylä","2020","1","16","02:00","7.5","219"
"Kumlinge kirkonkylä","2020","1","16","03:00","6.7","223"
"Kumlinge kirkonkylä","2020","1","16","04:00","7.3","230"
"Kumlinge kirkonkylä","2020","1","16","05:00","8","225"
"Kumlinge kirkonkylä","2020","1","16","06:00","7.6","223"
"Kumlinge kirkonkylä","2020","1","16","07:00","8.7","218"
"Kumlinge kirkonkylä","2020","1","16","08:00","7.4","218"
"Kumlinge kirkonkylä","2020","1","16","09:00","7.6","218"
"Kumlinge kirkonkylä","2020","1","16","10:00","7.2","223"
"Kumlinge kirkonkylä","2020","1","16","11:00","6","220"
"Kumlinge kirkonkylä","2020","1","16","12:00","4.4","210"
"Kumlinge kirkonkylä","2020","1","16","13:00","5.5","219"
"Kumlinge kirkonkylä","2020","1","16","14:00","5.9","226"
"Kumlinge kirkonkylä","2020","1","16","15:00","6","230"
"Kumlinge kirkonkylä","2020","1","16","16:00","5.8","227"
"Kumlinge kirkonkylä","2020","1","16","17:00","6.1","230"
"Kumlinge kirkonkylä","2020","1","16","18:00","5.7","228"
"Kumlinge kirkonkylä","2020","1","16","19:00","7","237"
"Kumlinge kirkonkylä","2020","1","16","20:00","8.3","245"
"Kumlinge kirkonkylä","2020","1","16","21:00","7.3","244"
"Kumlinge kirkonkylä","2020","1","16","22:00","6.8","238"
"Kumlinge kirkonkylä","2020","1","16","23:00","8.2","243"
"Kumlinge kirkonkylä","2020","1","17","00:00","7.6","242"
"Kumlinge kirkonkylä","2020","1","17","01:00","6.8","227"
"Kumlinge kirkonkylä","2020","1","17","02:00","7.4","232"
"Kumlinge kirkonkylä","2020","1","17","03:00","6.8","237"
"Kumlinge kirkonkylä","2020","1","17","04:00","5.9","235"
"Kumlinge kirkonkylä","2020","1","17","05:00","6.1","230"
"Kumlinge kirkonkylä","2020","1","17","06:00","6.2","215"
"Kumlinge kirkonkylä","2020","1","17","07:00","7.9","216"
"Kumlinge kirkonkylä","2020","1","17","08:00","6.2","207"
"Kumlinge kirkonkylä","2020","1","17","09:00","7.6","213"
"Kumlinge kirkonkylä","2020","1","17","10:00","6.9","208"
"Kumlinge kirkonkylä","2020","1","17","11:00","6.9","199"
"Kumlinge kirkonkylä","2020","1","17","12:00","8.2","198"
"Kumlinge kirkonkylä","2020","1","17","13:00","8","201"
"Kumlinge kirkonkylä","2020","1","17","14:00","7.1","208"
"Kumlinge kirkonkylä","2020","1","17","15:00","7.4","215"
"Kumlinge kirkonkylä","2020","1","17","16:00","7","209"
"Kumlinge kirkonkylä","2020","1","17","17:00","6.9","199"
"Kumlinge kirkonkylä","2020","1","17","18:00","7.4","198"
"Kumlinge kirkonkylä","2020","1","17","19:00","7.2","200"
"Kumlinge kirkonkylä","2020","1","17","20:00","7.9","199"
"Kumlinge kirkonkylä","2020","1","17","21:00","6.6","199"
"Kumlinge kirkonkylä","2020","1","17","22:00","5.8","199"
"Kumlinge kirkonkylä","2020","1","17","23:00","6.2","202"
"Kumlinge kirkonkylä","2020","1","18","00:00","4.8","188"
"Kumlinge kirkonkylä","2020","1","18","01:00","6.3","182"
"Kumlinge kirkonkylä","2020","1","18","02:00","6.3","181"
"Kumlinge kirkonkylä","2020","1","18","03:00","6.7","178"
"Kumlinge kirkonkylä","2020","1","18","04:00","6.8","179"
"Kumlinge kirkonkylä","2020","1","18","05:00","8","184"
"Kumlinge kirkonkylä","2020","1","18","06:00","7.9","193"
"Kumlinge kirkonkylä","2020","1","18","07:00","6.9","199"
"Kumlinge kirkonkylä","2020","1","18","08:00","6.8","196"
"Kumlinge kirkonkylä","2020","1","18","09:00","9.2","205"
"Kumlinge kirkonkylä","2020","1","18","10:00","8.3","211"
"Kumlinge kirkonkylä","2020","1","18","11:00","7.6","209"
"Kumlinge kirkonkylä","2020","1","18","12:00","7.7","214"
"Kumlinge kirkonkylä","2020","1","18","13:00","7.6","212"
